perturbation,detectable,identifiable,jointly_evaluable,separation,spread
"(+)-JQ1 | 1000.0",False,False,False,-817.433,3808.14
"Tazemetostat (EPZ-6438) | 10.0",True,False,False,928.218,16209.5
"Tazemetostat (EPZ-6438) | 100.0",False,False,False,-402.996,9268.17
"Tazemetostat (EPZ-6438) | 10000.0",True,False,False,-589.235,4674.83
"Temsirolimus (CCI-779, NSC 683864) | 1000.0",True,False,False,688.667,7307.73
"Thalidomide | 10.0",False,False,False,153.091,8327.71
"Thalidomide | 100.0",False,False,False,-1098.73,3632.14
"Thalidomide | 10000.0",False,False,False,7499.79,22490.9
"Thiotepa | 10.0",False,False,False,613.024,10832.9
"Thiotepa | 100.0",False,False,False,-703.772,7502.22
"Tie2 kinase inhibitor | 10.0",False,False,False,-500.967,6783.72
"Tie2 kinase inhibitor | 100.0",False,False,False,857.434,9898.59
"Tie2 kinase inhibitor | 1000.0",False,False,False,-1051.8,6806.98
"Tie2 kinase inhibitor | 10000.0",True,False,False,2279.28,9260.37
"Tofacitinib (CP-690550) Citrate | 10.0",False,False,False,3803.78,14088.8
"Tofacitinib (CP-690550) Citrate | 100.0",False,False,False,-1554,2913.53
"Tofacitinib (CP-690550) Citrate | 1000.0",False,False,False,1666.58,7263.67
"Tofacitinib (CP-690550) Citrate | 10000.0",False,False,False,1643.55,9672.21
"Toremifene Citrate | 10.0",False,False,False,-132.333,5047.17
"Toremifene Citrate | 100.0",False,False,False,-1007.66,7211.85
"Toremifene Citrate | 1000.0",True,False,False,2311.82,5338.49
"Trametinib (GSK1120212) | 1000.0",False,False,False,-518.373,4005.44
"Tranylcypromine (2-PCPA) HCl | 10.0",False,False,False,-1092.19,4106.63
"Tranylcypromine (2-PCPA) HCl | 100.0",False,False,False,664.161,11320.9
"Tranylcypromine (2-PCPA) HCl | 1000.0",False,False,False,835.056,6322.23
"Tranylcypromine (2-PCPA) HCl | 10000.0",False,False,False,172.059,9408.47
"Triamcinolone Acetonide | 10.0",False,False,False,697.731,8670.95
"Triamcinolone Acetonide | 100.0",False,False,False,-745.893,4314.42
"Triamcinolone Acetonide | 1000.0",False,False,False,-399.251,6064.62
"Triamcinolone Acetonide | 10000.0",False,False,False,560.385,13225.2
"Trichostatin A (TSA) | 10.0",False,False,False,2258.8,20475
"Trichostatin A (TSA) | 100.0",False,False,False,1103.96,9451.21
"Trichostatin A (TSA) | 1000.0",False,False,False,-1014.19,5228.11
"Tubastatin A HCl | 10.0",False,False,False,232.271,13983.5
"Tubastatin A HCl | 100.0",False,False,False,-842.52,6309.87
"Tubastatin A HCl | 1000.0",False,False,False,-367.494,7038.19
"Tubastatin A HCl | 10000.0",False,False,False,2272.1,11467.3
"Tucidinostat (Chidamide) | 10.0",False,False,False,-1148.97,6074.67
"Tucidinostat (Chidamide) | 1000.0",False,False,False,-718.005,9680.72
"UNC0379 | 10.0",False,False,False,340.479,8987.57
"UNC0379 | 100.0",False,False,False,1651.12,10918.3
"UNC0379 | 1000.0",False,False,False,233.829,8527.67
"UNC0631 | 10.0",False,False,False,2190.79,21040.7
"UNC0631 | 100.0",False,False,False,-343.702,6023.33
"UNC0631 | 1000.0",False,False,False,2071.8,13275.7
"UNC0631 | 10000.0",False,False,False,6182.07,16850.7
"UNC1999 | 10.0",False,False,False,-240.061,4595.8
"UNC1999 | 1000.0",False,False,False,1770.04,8581.78
"Valproic acid sodium salt (Sodium valproate) | 10.0",False,False,False,354.354,10951.9
"Valproic acid sodium salt (Sodium valproate) | 100.0",False,False,False,892.826,10450.9
"Valproic acid sodium salt (Sodium valproate) | 1000.0",False,False,False,-759.18,4039.39
"Valproic acid sodium salt (Sodium valproate) | 10000.0",False,False,False,1008.28,10479.1
"Vandetanib (ZD6474) | 10.0",False,False,False,-950.106,3588.81
"Vandetanib (ZD6474) | 100.0",False,False,False,917.237,17895.3
"Vandetanib (ZD6474) | 1000.0",False,False,False,4164.95,21608.6
"Veliparib (ABT-888) | 10.0",False,False,False,1325.88,9272.91
"Veliparib (ABT-888) | 100.0",False,False,False,728.569,10921.6
"Veliparib (ABT-888) | 1000.0",False,False,False,467.209,5532.59
"Veliparib (ABT-888) | 10000.0",False,False,False,-648.35,8337.11
"WHI-P154 | 10.0",False,False,False,-2027.19,2459.18
"WHI-P154 | 100.0",False,False,False,-1534.32,3372.01
"WHI-P154 | 1000.0",False,False,False,-661.182,6346.43
"WHI-P154 | 10000.0",False,False,False,-774.881,3858.81
"WP1066 | 10.0",True,False,False,2518.97,14684.2
"WP1066 | 100.0",False,False,False,7269.65,16790.8
"WP1066 | 1000.0",False,False,False,1015.05,9620.44
"WP1066 | 10000.0",False,False,False,1267.75,12690
"XAV-939 | 10.0",False,False,False,753.471,11377
"XAV-939 | 100.0",False,False,False,1737.01,8114.48
"XAV-939 | 1000.0",False,False,False,-1880.6,1799.53
"ZM 447439 | 10.0",False,False,False,-252.554,7246.48
"ZM 447439 | 100.0",False,False,False,-1074.66,4158.25
"Zileuton | 10.0",False,False,False,-108.679,7193.43
"Zileuton | 100.0",False,False,False,7048.02,22069.4
"Zileuton | 1000.0",False,False,False,-481.319,7773.75
"Zileuton | 10000.0",False,False,False,4679.39,13127.2
